review,date,source,review_id,sentences,sentence_id,sentence,sent_len,sentiment_new,themes,themes_bow,variable,themes_relation_extraction,themes_keyword,theme_len
"As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .  httpssbux. coLyra",2020-03-16 19:32:11,Twitter,2,"['As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .', 'httpssbux.', 'coLyra']",0,part ongoing commitment support partners employees mental health provide eligible family members access sessions year therapist coach,212,Negative,"['access', 'coach', 'commitment', 'employees', 'family', 'health', 'members', 'partners', 'sessions', 'support', 'therapist', 'year']",access|coach|commitment|employees|family|health|members|partners|sessions|support|therapist|year,3,employees,employee,8
"As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .  httpssbux. coLyra",2020-03-16 19:32:11,Twitter,2,"['As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .', 'httpssbux.', 'coLyra']",0,part ongoing commitment support partners employees mental health provide eligible family members access sessions year therapist coach,212,Negative,"['access', 'coach', 'commitment', 'employees', 'family', 'health', 'members', 'partners', 'sessions', 'support', 'therapist', 'year']",access|coach|commitment|employees|family|health|members|partners|sessions|support|therapist|year,4,family,family,6
"As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .  httpssbux. coLyra",2020-03-16 19:32:11,Twitter,2,"['As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .', 'httpssbux.', 'coLyra']",0,part ongoing commitment support partners employees mental health provide eligible family members access sessions year therapist coach,212,Negative,"['access', 'coach', 'commitment', 'employees', 'family', 'health', 'members', 'partners', 'sessions', 'support', 'therapist', 'year']",access|coach|commitment|employees|family|health|members|partners|sessions|support|therapist|year,5,health,health,6
"As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .  httpssbux. coLyra",2020-03-16 19:32:11,Twitter,2,"['As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .', 'httpssbux.', 'coLyra']",0,part ongoing commitment support partners employees mental health provide eligible family members access sessions year therapist coach,212,Negative,"['access', 'coach', 'commitment', 'employees', 'family', 'health', 'members', 'partners', 'sessions', 'support', 'therapist', 'year']",access|coach|commitment|employees|family|health|members|partners|sessions|support|therapist|year,6,members,member,6
"As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .  httpssbux. coLyra",2020-03-16 19:32:11,Twitter,2,"['As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .', 'httpssbux.', 'coLyra']",0,part ongoing commitment support partners employees mental health provide eligible family members access sessions year therapist coach,212,Negative,"['access', 'coach', 'commitment', 'employees', 'family', 'health', 'members', 'partners', 'sessions', 'support', 'therapist', 'year']",access|coach|commitment|employees|family|health|members|partners|sessions|support|therapist|year,7,partners,partner,7
"As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .  httpssbux. coLyra",2020-03-16 19:32:11,Twitter,2,"['As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .', 'httpssbux.', 'coLyra']",0,part ongoing commitment support partners employees mental health provide eligible family members access sessions year therapist coach,212,Negative,"['access', 'coach', 'commitment', 'employees', 'family', 'health', 'members', 'partners', 'sessions', 'support', 'therapist', 'year']",access|coach|commitment|employees|family|health|members|partners|sessions|support|therapist|year,8,sessions,session,7
"As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .  httpssbux. coLyra",2020-03-16 19:32:11,Twitter,2,"['As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .', 'httpssbux.', 'coLyra']",0,part ongoing commitment support partners employees mental health provide eligible family members access sessions year therapist coach,212,Negative,"['access', 'coach', 'commitment', 'employees', 'family', 'health', 'members', 'partners', 'sessions', 'support', 'therapist', 'year']",access|coach|commitment|employees|family|health|members|partners|sessions|support|therapist|year,9,support,support,7
"As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .  httpssbux. coLyra",2020-03-16 19:32:11,Twitter,2,"['As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .', 'httpssbux.', 'coLyra']",0,part ongoing commitment support partners employees mental health provide eligible family members access sessions year therapist coach,212,Negative,"['access', 'coach', 'commitment', 'employees', 'family', 'health', 'members', 'partners', 'sessions', 'support', 'therapist', 'year']",access|coach|commitment|employees|family|health|members|partners|sessions|support|therapist|year,10,therapist,therapist,9
"As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .  httpssbux. coLyra",2020-03-16 19:32:11,Twitter,2,"['As a part of our ongoing commitment to support partners employees mental health , Starbucks will provide all U. S.  and eligible family members access 20 sessions year with therapist or coach through LyraHealth .', 'httpssbux.', 'coLyra']",0,part ongoing commitment support partners employees mental health provide eligible family members access sessions year therapist coach,212,Negative,"['access', 'coach', 'commitment', 'employees', 'family', 'health', 'members', 'partners', 'sessions', 'support', 'therapist', 'year']",access|coach|commitment|employees|family|health|members|partners|sessions|support|therapist|year,11,year,year,4
"In accordance with social distancing guidance from the CDC and public health authorities , we are temporarily closing stores in some locations moving majority of our companyoperated to a go model across U. S.  Canada . ",2020-03-16 03:05:23,Twitter,3,"['In accordance with social distancing guidance from the CDC and public health authorities , we are temporarily closing stores in some locations moving majority of our companyoperated to a go model across U. S.  Canada .']",0,accordance social distancing guidance public health authorities temporarily closing stores locations moving majority companyoperated go model across,218,Positive,"['authorities', 'go', 'guidance', 'health', 'locations', 'majority', 'model', 'stores']",authorities|go|guidance|health|locations|majority|model|stores,0,authorities,authority,9
"In accordance with social distancing guidance from the CDC and public health authorities , we are temporarily closing stores in some locations moving majority of our companyoperated to a go model across U. S.  Canada . ",2020-03-16 03:05:23,Twitter,3,"['In accordance with social distancing guidance from the CDC and public health authorities , we are temporarily closing stores in some locations moving majority of our companyoperated to a go model across U. S.  Canada .']",0,accordance social distancing guidance public health authorities temporarily closing stores locations moving majority companyoperated go model across,218,Positive,"['authorities', 'go', 'guidance', 'health', 'locations', 'majority', 'model', 'stores']",authorities|go|guidance|health|locations|majority|model|stores,2,guidance,guidance,8
"In accordance with social distancing guidance from the CDC and public health authorities , we are temporarily closing stores in some locations moving majority of our companyoperated to a go model across U. S.  Canada . ",2020-03-16 03:05:23,Twitter,3,"['In accordance with social distancing guidance from the CDC and public health authorities , we are temporarily closing stores in some locations moving majority of our companyoperated to a go model across U. S.  Canada .']",0,accordance social distancing guidance public health authorities temporarily closing stores locations moving majority companyoperated go model across,218,Positive,"['authorities', 'go', 'guidance', 'health', 'locations', 'majority', 'model', 'stores']",authorities|go|guidance|health|locations|majority|model|stores,3,health,health,6
"In accordance with social distancing guidance from the CDC and public health authorities , we are temporarily closing stores in some locations moving majority of our companyoperated to a go model across U. S.  Canada . ",2020-03-16 03:05:23,Twitter,3,"['In accordance with social distancing guidance from the CDC and public health authorities , we are temporarily closing stores in some locations moving majority of our companyoperated to a go model across U. S.  Canada .']",0,accordance social distancing guidance public health authorities temporarily closing stores locations moving majority companyoperated go model across,218,Positive,"['authorities', 'go', 'guidance', 'health', 'locations', 'majority', 'model', 'stores']",authorities|go|guidance|health|locations|majority|model|stores,4,locations,location,8
"In accordance with social distancing guidance from the CDC and public health authorities , we are temporarily closing stores in some locations moving majority of our companyoperated to a go model across U. S.  Canada . ",2020-03-16 03:05:23,Twitter,3,"['In accordance with social distancing guidance from the CDC and public health authorities , we are temporarily closing stores in some locations moving majority of our companyoperated to a go model across U. S.  Canada .']",0,accordance social distancing guidance public health authorities temporarily closing stores locations moving majority companyoperated go model across,218,Positive,"['authorities', 'go', 'guidance', 'health', 'locations', 'majority', 'model', 'stores']",authorities|go|guidance|health|locations|majority|model|stores,5,majority,majority,8
"In accordance with social distancing guidance from the CDC and public health authorities , we are temporarily closing stores in some locations moving majority of our companyoperated to a go model across U. S.  Canada . ",2020-03-16 03:05:23,Twitter,3,"['In accordance with social distancing guidance from the CDC and public health authorities , we are temporarily closing stores in some locations moving majority of our companyoperated to a go model across U. S.  Canada .']",0,accordance social distancing guidance public health authorities temporarily closing stores locations moving majority companyoperated go model across,218,Positive,"['authorities', 'go', 'guidance', 'health', 'locations', 'majority', 'model', 'stores']",authorities|go|guidance|health|locations|majority|model|stores,6,model,model,5
"In accordance with social distancing guidance from the CDC and public health authorities , we are temporarily closing stores in some locations moving majority of our companyoperated to a go model across U. S.  Canada . ",2020-03-16 03:05:23,Twitter,3,"['In accordance with social distancing guidance from the CDC and public health authorities , we are temporarily closing stores in some locations moving majority of our companyoperated to a go model across U. S.  Canada .']",0,accordance social distancing guidance public health authorities temporarily closing stores locations moving majority companyoperated go model across,218,Positive,"['authorities', 'go', 'guidance', 'health', 'locations', 'majority', 'model', 'stores']",authorities|go|guidance|health|locations|majority|model|stores,7,stores,store,5
"In Starbucks journey to find a more recyclable and compostable hot cup solution , were trialing new technology in five markets this month partnership with the NextGen Consortium LoopFund .  Learn",2020-03-09 23:21:36,Twitter,4,"['In Starbucks journey to find a more recyclable and compostable hot cup solution , were trialing new technology in five markets this month partnership with the NextGen Consortium LoopFund .', 'Learn']",0,journey find recyclable compostable hot cup solution trialing new technology five markets month partnership,188,Positive,"['journey', 'markets', 'month', 'partnership', 'solution', 'technology']",journey|markets|month|partnership|solution|technology,0,journey,journey,7
"In Starbucks journey to find a more recyclable and compostable hot cup solution , were trialing new technology in five markets this month partnership with the NextGen Consortium LoopFund .  Learn",2020-03-09 23:21:36,Twitter,4,"['In Starbucks journey to find a more recyclable and compostable hot cup solution , were trialing new technology in five markets this month partnership with the NextGen Consortium LoopFund .', 'Learn']",0,journey find recyclable compostable hot cup solution trialing new technology five markets month partnership,188,Positive,"['journey', 'markets', 'month', 'partnership', 'solution', 'technology']",journey|markets|month|partnership|solution|technology,1,markets,market,6
"In Starbucks journey to find a more recyclable and compostable hot cup solution , were trialing new technology in five markets this month partnership with the NextGen Consortium LoopFund .  Learn",2020-03-09 23:21:36,Twitter,4,"['In Starbucks journey to find a more recyclable and compostable hot cup solution , were trialing new technology in five markets this month partnership with the NextGen Consortium LoopFund .', 'Learn']",0,journey find recyclable compostable hot cup solution trialing new technology five markets month partnership,188,Positive,"['journey', 'markets', 'month', 'partnership', 'solution', 'technology']",journey|markets|month|partnership|solution|technology,2,month,month,5
"In Starbucks journey to find a more recyclable and compostable hot cup solution , were trialing new technology in five markets this month partnership with the NextGen Consortium LoopFund .  Learn",2020-03-09 23:21:36,Twitter,4,"['In Starbucks journey to find a more recyclable and compostable hot cup solution , were trialing new technology in five markets this month partnership with the NextGen Consortium LoopFund .', 'Learn']",0,journey find recyclable compostable hot cup solution trialing new technology five markets month partnership,188,Positive,"['journey', 'markets', 'month', 'partnership', 'solution', 'technology']",journey|markets|month|partnership|solution|technology,3,partnership,partnership,11
"In Starbucks journey to find a more recyclable and compostable hot cup solution , were trialing new technology in five markets this month partnership with the NextGen Consortium LoopFund .  Learn",2020-03-09 23:21:36,Twitter,4,"['In Starbucks journey to find a more recyclable and compostable hot cup solution , were trialing new technology in five markets this month partnership with the NextGen Consortium LoopFund .', 'Learn']",0,journey find recyclable compostable hot cup solution trialing new technology five markets month partnership,188,Positive,"['journey', 'markets', 'month', 'partnership', 'solution', 'technology']",journey|markets|month|partnership|solution|technology,4,solution,solution,8
"In Starbucks journey to find a more recyclable and compostable hot cup solution , were trialing new technology in five markets this month partnership with the NextGen Consortium LoopFund .  Learn",2020-03-09 23:21:36,Twitter,4,"['In Starbucks journey to find a more recyclable and compostable hot cup solution , were trialing new technology in five markets this month partnership with the NextGen Consortium LoopFund .', 'Learn']",0,journey find recyclable compostable hot cup solution trialing new technology five markets month partnership,188,Positive,"['journey', 'markets', 'month', 'partnership', 'solution', 'technology']",journey|markets|month|partnership|solution|technology,5,technology,technology,10
Longer days mean more time for coffee . ,2020-03-09 17:30:00,Twitter,5,['Longer days mean more time for coffee .'],0,longer days mean time coffee,39,Positive,"['coffee', 'days']",coffee|days,0,coffee,coffee,6
Longer days mean more time for coffee . ,2020-03-09 17:30:00,Twitter,5,['Longer days mean more time for coffee .'],0,longer days mean time coffee,39,Positive,"['coffee', 'days']",coffee|days,1,days,day,3
"Read more about Shannon and Ms.  Patti , along with other stories of inspiring women at httpsbux. cowhm . ",2020-03-08 19:19:35,Twitter,6,"['Read more about Shannon and Ms.  Patti , along with other stories of inspiring women at httpsbux.', 'cowhm .']",0,read shannon ms patti along stories inspiring women ,97,Positive,"['stories', 'women']",stories|women,0,stories,story,5
"Read more about Shannon and Ms.  Patti , along with other stories of inspiring women at httpsbux. cowhm . ",2020-03-08 19:19:35,Twitter,6,"['Read more about Shannon and Ms.  Patti , along with other stories of inspiring women at httpsbux.', 'cowhm .']",0,read shannon ms patti along stories inspiring women ,97,Positive,"['stories', 'women']",stories|women,1,women,woman,5
"As someone without a support system growing up , Ms.  knows how valuable friendship with other women can be .  Women should always mentor to help them gain independence and not have rely on",2020-03-08 19:17:03,Twitter,7,"['As someone without a support system growing up , Ms.  knows how valuable friendship with other women can be .', 'Women should always mentor to help them gain independence and not have rely on']",0,someone without support system growing ms knows valuable friendship women,109,Negative,"['friendship', 'ms', 'support', 'system', 'women']",friendship|ms|support|system|women,0,friendship,friendship,10
"As someone without a support system growing up , Ms.  knows how valuable friendship with other women can be .  Women should always mentor to help them gain independence and not have rely on",2020-03-08 19:17:03,Twitter,7,"['As someone without a support system growing up , Ms.  knows how valuable friendship with other women can be .', 'Women should always mentor to help them gain independence and not have rely on']",0,someone without support system growing ms knows valuable friendship women,109,Negative,"['friendship', 'ms', 'support', 'system', 'women']",friendship|ms|support|system|women,2,support,support,7
"As someone without a support system growing up , Ms.  knows how valuable friendship with other women can be .  Women should always mentor to help them gain independence and not have rely on",2020-03-08 19:17:03,Twitter,7,"['As someone without a support system growing up , Ms.  knows how valuable friendship with other women can be .', 'Women should always mentor to help them gain independence and not have rely on']",0,someone without support system growing ms knows valuable friendship women,109,Negative,"['friendship', 'ms', 'support', 'system', 'women']",friendship|ms|support|system|women,3,system,system,6
"As someone without a support system growing up , Ms.  knows how valuable friendship with other women can be .  Women should always mentor to help them gain independence and not have rely on",2020-03-08 19:17:03,Twitter,7,"['As someone without a support system growing up , Ms.  knows how valuable friendship with other women can be .', 'Women should always mentor to help them gain independence and not have rely on']",0,someone without support system growing ms knows valuable friendship women,109,Negative,"['friendship', 'ms', 'support', 'system', 'women']",friendship|ms|support|system|women,4,women,woman,5
"As someone without a support system growing up , Ms.  knows how valuable friendship with other women can be .  Women should always mentor to help them gain independence and not have rely on",2020-03-08 19:17:03,Twitter,7,"['As someone without a support system growing up , Ms.  knows how valuable friendship with other women can be .', 'Women should always mentor to help them gain independence and not have rely on']",1,women always mentor help gain independence rely,78,Neutral,"['independence', 'mentor', 'rely', 'women']",independence|mentor|rely|women,0,independence,independence,12
"As someone without a support system growing up , Ms.  knows how valuable friendship with other women can be .  Women should always mentor to help them gain independence and not have rely on",2020-03-08 19:17:03,Twitter,7,"['As someone without a support system growing up , Ms.  knows how valuable friendship with other women can be .', 'Women should always mentor to help them gain independence and not have rely on']",1,women always mentor help gain independence rely,78,Neutral,"['independence', 'mentor', 'rely', 'women']",independence|mentor|rely|women,1,mentor,mentor,6
"As someone without a support system growing up , Ms.  knows how valuable friendship with other women can be .  Women should always mentor to help them gain independence and not have rely on",2020-03-08 19:17:03,Twitter,7,"['As someone without a support system growing up , Ms.  knows how valuable friendship with other women can be .', 'Women should always mentor to help them gain independence and not have rely on']",1,women always mentor help gain independence rely,78,Neutral,"['independence', 'mentor', 'rely', 'women']",independence|mentor|rely|women,2,rely,rely,4
"As someone without a support system growing up , Ms.  knows how valuable friendship with other women can be .  Women should always mentor to help them gain independence and not have rely on",2020-03-08 19:17:03,Twitter,7,"['As someone without a support system growing up , Ms.  knows how valuable friendship with other women can be .', 'Women should always mentor to help them gain independence and not have rely on']",1,women always mentor help gain independence rely,78,Neutral,"['independence', 'mentor', 'rely', 'women']",independence|mentor|rely|women,3,women,woman,5
"After the loss of her own mother , Shannon found comfort in relationship with Ms.  Patti .  We have conversations and shes very motivating She encourages me to not give up continue",2020-03-08 19:16:21,Twitter,8,"['After the loss of her own mother , Shannon found comfort in relationship with Ms.  Patti .', 'We have conversations and shes very motivating She encourages me to not give up continue']",0,loss mother shannon found comfort relationship ms patti,90,Positive,"['comfort', 'loss', 'mother', 'ms', 'relationship']",comfort|loss|mother|ms|relationship,0,comfort,comfort,7
"After the loss of her own mother , Shannon found comfort in relationship with Ms.  Patti .  We have conversations and shes very motivating She encourages me to not give up continue",2020-03-08 19:16:21,Twitter,8,"['After the loss of her own mother , Shannon found comfort in relationship with Ms.  Patti .', 'We have conversations and shes very motivating She encourages me to not give up continue']",0,loss mother shannon found comfort relationship ms patti,90,Positive,"['comfort', 'loss', 'mother', 'ms', 'relationship']",comfort|loss|mother|ms|relationship,1,loss,loss,4
"After the loss of her own mother , Shannon found comfort in relationship with Ms.  Patti .  We have conversations and shes very motivating She encourages me to not give up continue",2020-03-08 19:16:21,Twitter,8,"['After the loss of her own mother , Shannon found comfort in relationship with Ms.  Patti .', 'We have conversations and shes very motivating She encourages me to not give up continue']",0,loss mother shannon found comfort relationship ms patti,90,Positive,"['comfort', 'loss', 'mother', 'ms', 'relationship']",comfort|loss|mother|ms|relationship,2,mother,mother,6
"After the loss of her own mother , Shannon found comfort in relationship with Ms.  Patti .  We have conversations and shes very motivating She encourages me to not give up continue",2020-03-08 19:16:21,Twitter,8,"['After the loss of her own mother , Shannon found comfort in relationship with Ms.  Patti .', 'We have conversations and shes very motivating She encourages me to not give up continue']",0,loss mother shannon found comfort relationship ms patti,90,Positive,"['comfort', 'loss', 'mother', 'ms', 'relationship']",comfort|loss|mother|ms|relationship,4,relationship,relationship,12
"After the loss of her own mother , Shannon found comfort in relationship with Ms.  Patti .  We have conversations and shes very motivating She encourages me to not give up continue",2020-03-08 19:16:21,Twitter,8,"['After the loss of her own mother , Shannon found comfort in relationship with Ms.  Patti .', 'We have conversations and shes very motivating She encourages me to not give up continue']",1,conversations shes motivating encourages give continue,88,Positive,"['continue', 'conversations', 'encourages']",continue|conversations|encourages,0,continue,continue,8
"After the loss of her own mother , Shannon found comfort in relationship with Ms.  Patti .  We have conversations and shes very motivating She encourages me to not give up continue",2020-03-08 19:16:21,Twitter,8,"['After the loss of her own mother , Shannon found comfort in relationship with Ms.  Patti .', 'We have conversations and shes very motivating She encourages me to not give up continue']",1,conversations shes motivating encourages give continue,88,Positive,"['continue', 'conversations', 'encourages']",continue|conversations|encourages,1,conversations,conversation,12
"After the loss of her own mother , Shannon found comfort in relationship with Ms.  Patti .  We have conversations and shes very motivating She encourages me to not give up continue",2020-03-08 19:16:21,Twitter,8,"['After the loss of her own mother , Shannon found comfort in relationship with Ms.  Patti .', 'We have conversations and shes very motivating She encourages me to not give up continue']",1,conversations shes motivating encourages give continue,88,Positive,"['continue', 'conversations', 'encourages']",continue|conversations|encourages,2,encourages,encourages,10
"For we asked our community what they love about a woman in their lives .  Shannon , its her friendship with customer Ms.  Patti and the bond",2020-03-08 19:15:42,Twitter,9,"['For we asked our community what they love about a woman in their lives .', 'Shannon , its her friendship with customer Ms.  Patti and the bond']",0,asked community love woman lives,72,Positive,"['community', 'lives', 'woman']",community|lives|woman,0,community,community,9
"For we asked our community what they love about a woman in their lives .  Shannon , its her friendship with customer Ms.  Patti and the bond",2020-03-08 19:15:42,Twitter,9,"['For we asked our community what they love about a woman in their lives .', 'Shannon , its her friendship with customer Ms.  Patti and the bond']",0,asked community love woman lives,72,Positive,"['community', 'lives', 'woman']",community|lives|woman,1,lives,life,4
"For we asked our community what they love about a woman in their lives .  Shannon , its her friendship with customer Ms.  Patti and the bond",2020-03-08 19:15:42,Twitter,9,"['For we asked our community what they love about a woman in their lives .', 'Shannon , its her friendship with customer Ms.  Patti and the bond']",0,asked community love woman lives,72,Positive,"['community', 'lives', 'woman']",community|lives|woman,2,woman,woman,5
"For we asked our community what they love about a woman in their lives .  Shannon , its her friendship with customer Ms.  Patti and the bond",2020-03-08 19:15:42,Twitter,9,"['For we asked our community what they love about a woman in their lives .', 'Shannon , its her friendship with customer Ms.  Patti and the bond']",1,friendship customer ms bond,66,Positive,"['bond', 'customer', 'friendship', 'ms']",bond|customer|friendship|ms,0,bond,bond,4
"For we asked our community what they love about a woman in their lives .  Shannon , its her friendship with customer Ms.  Patti and the bond",2020-03-08 19:15:42,Twitter,9,"['For we asked our community what they love about a woman in their lives .', 'Shannon , its her friendship with customer Ms.  Patti and the bond']",1,friendship customer ms bond,66,Positive,"['bond', 'customer', 'friendship', 'ms']",bond|customer|friendship|ms,1,customer,customer,8
"For we asked our community what they love about a woman in their lives .  Shannon , its her friendship with customer Ms.  Patti and the bond",2020-03-08 19:15:42,Twitter,9,"['For we asked our community what they love about a woman in their lives .', 'Shannon , its her friendship with customer Ms.  Patti and the bond']",1,friendship customer ms bond,66,Positive,"['bond', 'customer', 'friendship', 'ms']",bond|customer|friendship|ms,2,friendship,friendship,10
Live life to the fluffiest . ,2020-03-06 19:30:00,Twitter,10,['Live life to the fluffiest .'],0,live life fluffiest,28,Positive,['life'],life,0,life,life,4
"Came to the Starbucks by my new job yesterday and told guy it was gon na be 1st day , today I walked in he goes Jasmine How your first .  hes so nice And a great",2020-03-04 01:13:53,Twitter,11,"['Came to the Starbucks by my new job yesterday and told guy it was gon na be 1st day , today I walked in he goes Jasmine How your first .', 'hes so nice And a great']",0,came new job yesterday told guy gon na day today walked goes first,136,Positive,"['day', 'guy', 'job', 'yesterday']",day|guy|job|yesterday,0,day,day,3
"Came to the Starbucks by my new job yesterday and told guy it was gon na be 1st day , today I walked in he goes Jasmine How your first .  hes so nice And a great",2020-03-04 01:13:53,Twitter,11,"['Came to the Starbucks by my new job yesterday and told guy it was gon na be 1st day , today I walked in he goes Jasmine How your first .', 'hes so nice And a great']",0,came new job yesterday told guy gon na day today walked goes first,136,Positive,"['day', 'guy', 'job', 'yesterday']",day|guy|job|yesterday,1,guy,guy,3
